10500419,9781936774005,美國大學申請指南（增訂版）,張舜芳,None,None,美國世界書局,2011/02/01,600
10500425,9789866343360,近十年升大學學科測驗解題王：數學考科(101年版),王擎天、偉賀鈞、智勇、傑哥、威力,None,None,鶴立,2011/03/15,185
10500430,9789867153784,國父思想(第二版),張鐵君,None,None,弘揚圖書,2009/09/01,330
10500431,9789578189874,一中同表或一中各表：記兩岸統合學會與聯合報的辯論（第二版）,None,None,None,生智,2011/01/01,300
10500432,9789862513910,幸運三人組 7,平川哲弘,None,李昆達,台灣東販,2011/02/10,120
10500433,9789862513835,怪盜亞歷珊卓 6,秋乃茉莉,None,Sherry Hsu,台灣東販,2011/02/20,120
10500435,9789862513750,新．詐欺獵人 8,黑丸,KUROMARU,張文俊,台灣東販,2011/02/20,120
10500436,9789576937651,家有千絲萬縷,李維榕,None,None,張老師文化,2011/03/18,250
10500438,9789578189881,觀光行銷管理實務,徐惠群,None,None,揚智,2011/03/01,580
10500439,9789571353500,每日二字：這樣念就對了！,淡江大學中國文學學系,None,None,時報出版,2011/03/21,280
10500440,9789862513897,末日降臨 3,石川優吾,None,柳旭,台灣東販,2011/02/20,120
10500441,9789578189928,門市服務丙級技能檢定（學術科）,蕭靜雅,None,None,揚智,2011/03/01,350
10500442,9789862513989,獵殺瓦達漢加 ~ 夜刀神島蛇神傳 ~ 1,藤澤勇希,None,李昆達,台灣東販,2011/02/10,120
10500443,9789578189935,食譜新煮張,臺灣觀光學院廚藝管理系,None,None,揚智,2011/03/01,300
10500447,9789862513736,轉職必勝班 10,三田紀房,None,鄭衍偉,台灣東販,2011/02/10,120
10500448,9789866653612,日本人的色道,郝祥滿,None,None,時英,2011/03/14,300
10500450,9789576937668,在時光走廊遇見巴黎：廖仁義的美學旅行,廖仁義,None,None,張老師文化,2011/03/18,270
10500452,9789861049984,蒼天之拳 22完,武論尊,None,吳勵誠,東立,2011/03/15,95
10500453,9789861065144,星歌戀曲 9,高屋奈月,None,趙秋鳳,東立,2011/03/15,95
10500454,9789861065014,閻魔冥使 7,土屋計,None,張益豐,東立,2011/03/15,95
10500456,9789861062228,天才惡少年 6,藤木 俊,None,陳宙遠,東立,2011/03/15,95
10500457,9789861063249,禁忌的魔法 3,桐幡　步,None,鄭聿衷,東立,2011/03/15,95
10500458,9786260038779,NECROMANCER ~ 死靈復生 ~ 1,蘇我紫菜,None,None,長鴻出版社,2011/03/15,120
10500461,9786260029425,神秘少女 (nico) 完全版 1,高橋真子,None,None,長鴻出版社,2011/03/15,120
10500462,9786260028084,迷宮街輪舞曲 1,結城さくや,None,None,長鴻出版社,2011/03/15,120
10500463,9789573327875,39條線索 8 帝皇密碼,戈爾登．柯曼,Gordon Korman,彭臨桂,皇冠,2011/03/28,199
10500464,9789866141171,20幾歲，就定位Ⅲ：你還不懂的處世心理學,水淼,None,None,好的文化,2011/04/11,299
10500467,9789575233945,現代森林童話Ⅱ(6書+ 6CD),史蒂文．卡格羅夫,Stephen Cosgrove,劉恩惠,鹿橋文化,2011/03/17,1560
10500470,9789866135088,家族合照,周志文,None,None,印刻,2011/03/25,300
10500477,9789860222319,異象：典藏抽象繪畫展,潘顯仁,None,None,國立臺灣美術館,2010/01/01,800
10500480,9789860242836,浮世山水：台灣藝術心貌,黃舒屏,None,None,國立臺灣美術館,2010/08/01,300
10500481,9789860244618,簡銘山書法創作展：與蘇東坡對話,張慧玲,None,None,國立臺灣美術館,2010/09/01,500
10500482,9789860254501,Plant Seedlings industry in Taiwan,鍾文全，張定霖，楊佐琦，陳國雄,None,None,行政院農業委員會,2010/11/01,250
10500483,9789860265453,黃旺成先生日記(六)一九一七年,許雪姬,None,None,中央研究院臺灣史研究所,2010/12/01,400
