10500854,252,本商品單次購買10本8折224元
10500855,198,本商品單次購買10本8折176元
10500857,234,本商品單次購買10本8折208元
10500860,234,本商品單次購買10本8折208元
10500861,151,本商品單次購買10本8折134元
10500862,270,本商品單次購買10本8折240元
10500870,288,本商品單次購買10本8折256元
10500871,86,本商品單次購買10本8折76元
10500872,86,本商品單次購買10本85折81元
10500873,86,本商品單次購買10本85折81元
10500874,108,本商品單次購買10本85折102元
10500877,81,2021/11/30
10500878,89,2021/11/30
10500879,81,2021/11/30
10500880,180,本商品單次購買10本8折160元
10500881,81,2021/11/30
10500882,90,None
10500883,114,None
10500884,90,None
10500885,90,None
10500886,90,None
10500887,90,None
10500888,90,None
10500890,720,本商品單次購買10本85折680元
10500893,432,本商品單次購買10本85折408元
10500900,81,2021/11/30
10500901,243,本商品單次購買10本8折216元
10500903,84,2021/11/30
10500904,205,2021/12/07
10500907,181,本商品單次購買10本9折171元
10500908,181,本商品單次購買10本9折171元
10500909,225,本商品單次購買10本8折200元
10500910,181,本商品單次購買10本9折171元
10500911,181,本商品單次購買10本9折171元
10500913,181,本商品單次購買10本9折171元
10500914,181,本商品單次購買10本9折171元
10500915,181,本商品單次購買10本9折171元
10500916,181,本商品單次購買10本9折171元
10500917,180,本商品單次購買10本85折170元
10500918,238,本商品單次購買10本9折225元
10500920,288,本商品單次購買10本85折272元
10500923,300,2021/12/10
10500926,342,本商品單次購買10本85折323元
10500927,306,本商品單次購買10本8折272元
10500928,360,本商品單次購買10本85折340元
10500930,125,2021/12/05
10500931,125,2021/12/05
10500933,171,本商品單次購買10本8折152元
10500934,315,本商品單次購買10本85折298元
10500935,315,本商品單次購買10本8折280元
10500937,171,本商品單次購買10本9折162元
10500938,475,None
10500939,171,本商品單次購買10本9折162元
10500940,143,None
10500941,171,本商品單次購買10本9折162元
10500942,451,None
10500943,285,None
10500944,475,None
10500945,570,None
10500946,285,None
10500947,285,None
10500949,456,None
10500950,380,None
10500951,324,本商品單次購買10本85折306元
10500952,428,None
10500953,380,None
10500956,380,None
10500957,380,None
10500958,324,本商品單次購買10本85折306元
10500959,380,None
10500960,380,None
10500961,380,None
10500962,450,本商品單次購買10本85折425元
10500963,198,2021/12/31
10500964,380,None
10500965,380,None
10500966,570,None
10500967,475,None
10500970,143,None
10500972,456,None
10500974,205,2021/12/31
10500975,261,本商品單次購買10本85折247元
10500976,356,2021/12/12
10500977,236,2021/12/12
10500980,198,本商品單次購買10本8折176元
10500983,504,本商品單次購買10本85折476元
10500990,342,本商品單次購買10本8折304元
10500991,378,本商品單次購買10本8折336元
10500992,489,2022/01/31
10500993,90,None
10500994,90,None
10500995,86,None
10500996,90,None
10500997,253,2022/02/07
10500998,114,None
10500999,90,None
10501000,539,本商品單次購買10本8折479元
10501001,411,2022/01/08
10501002,198,本商品單次購買10本8折176元
10501003,630,本商品單次購買10本85折595元
10501004,304,本商品單次購買10本9折288元
10501005,198,本商品單次購買10本8折176元
10501006,428,本商品單次購買10本9折405元
10501007,532,本商品單次購買10本9折504元
10501008,276,本商品單次購買10本9折261元
10501009,198,本商品單次購買10本8折176元
10501010,221,2021/12/12
10501011,198,本商品單次購買10本8折176元
10501012,1350,本商品單次購買10本8折1200元
10501014,198,本商品單次購買10本8折176元
10501015,81,2021/11/30
10501019,277,None
10501020,198,本商品單次購買10本8折176元
10501021,179,本商品單次購買10本8折159元
10501022,224,本商品單次購買10本8折199元
10501023,315,本商品單次購買10本8折280元
10501024,179,本商品單次購買10本8折159元
10501025,252,本商品單次購買10本8折224元
10501026,224,本商品單次購買10本8折199元
10501027,213,2021/12/20
10501028,288,本商品單次購買10本8折256元
10501029,378,本商品單次購買10本8折336元
10501030,252,本商品單次購買10本8折224元
10501031,306,本商品單次購買10本8折272元
10501032,270,本商品單次購買10本8折240元
10501033,284,2022/01/09
10501034,234,本商品單次購買10本8折208元
10501037,315,本商品單次購買10本8折280元
10501039,342,本商品單次購買10本8折304元
10501040,315,本商品單次購買10本8折280元
10501044,225,本商品單次購買10本8折200元
10501047,270,本商品單次購買10本8折240元
10501048,297,本商品單次購買10本8折264元
10501052,234,本商品單次購買10本8折208元
10501055,162,本商品單次購買10本85折153元
10501056,231,2022/02/20
10501057,270,本商品單次購買10本8折240元
10501058,234,本商品單次購買10本8折208元
10501059,172,2022/01/08
10501060,270,本商品單次購買10本8折240元
10501062,198,本商品單次購買10本8折176元
10501067,270,本商品單次購買10本8折240元
10501068,324,本商品單次購買10本8折288元
10501069,315,本商品單次購買10本8折280元
10501071,253,2021/12/31
10501074,234,本商品單次購買10本8折208元
10501075,108,本商品單次購買10本8折96元
10501077,252,本商品單次購買10本8折224元
10501078,86,本商品單次購買10本85折81元
10501080,86,本商品單次購買10本85折81元
10501081,86,本商品單次購買10本85折81元
10501082,108,本商品單次購買10本85折102元
10501084,108,本商品單次購買10本85折102元
10501087,252,本商品單次購買10本8折224元
10501088,216,本商品單次購買10本8折192元
10501089,229,2021/12/31
10501090,234,本商品單次購買10本8折208元
10501091,198,本商品單次購買10本8折176元
10501092,162,本商品單次購買10本85折153元
10501097,198,本商品單次購買10本8折176元
10501099,333,本商品單次購買10本85折298元
10501100,252,本商品單次購買10本8折224元
10501103,225,本商品單次購買10本8折200元
10501111,243,本商品單次購買10本8折216元
10501115,253,2021/12/08
10501116,270,本商品單次購買10本8折240元
10501117,684,本商品單次購買10本9折648元
10501119,1131,本商品單次購買10本9折1071元
10501120,684,本商品單次購買10本9折648元
10501121,198,本商品單次購買10本85折187元
10501123,1045,本商品單次購買10本9折990元
10501124,570,本商品單次購買10本9折540元
10501125,684,本商品單次購買10本9折648元
10501127,198,本商品單次購買10本85折187元
10501128,1102,本商品單次購買10本9折1044元
10501129,641,本商品單次購買10本9折608元
10501131,238,本商品單次購買10本9折225元
10501132,304,本商品單次購買10本9折288元
10501135,418,本商品單次購買10本9折396元
10501138,527,本商品單次購買10本9折500元
10501139,646,本商品單次購買10本9折612元
10501141,3724,本商品單次購買10本9折3528元
10501144,1102,本商品單次購買10本9折1044元
10501145,473,本商品單次購買10本9折448元
10501147,180,本商品單次購買10本85折170元
10501154,308,2021/12/17
10501156,179,本商品單次購買10本8折159元
10501160,198,2021/12/31
10501161,198,2021/12/31
10501162,105,None
10501163,380,None
10501164,90,None
10501165,89,2021/12/31
10501167,90,None
10501168,124,None
10501169,1485,本商品單次購買10本85折1403元
10501170,86,本商品單次購買10本85折81元
10501171,90,本商品單次購買10本85折85元
10501172,378,本商品單次購買10本8折336元
10501173,86,本商品單次購買10本85折81元
10501174,243,本商品單次購買10本8折216元
10501175,86,本商品單次購買10本85折81元
10501176,86,本商品單次購買10本85折81元
10501177,285,本商品單次購買10本9折270元
10501179,252,本商品單次購買10本8折224元
10501180,238,本商品單次購買10本9折225元
10501182,475,本商品單次購買10本9折450元
10501198,288,本商品單次購買10本8折256元
10501201,315,本商品單次購買10本8折280元
10501202,379,2021/12/31
10501206,252,本商品單次購買10本8折224元
10501207,171,本商品單次購買10本8折152元
10501208,349,本商品單次購買10本8折310元
10501212,179,本商品單次購買10本85折169元
10501215,288,本商品單次購買10本8折256元
10501217,351,本商品單次購買10本8折312元
10501223,144,本商品單次購買10本8折128元
10501224,144,本商品單次購買10本8折128元
10501225,261,本商品單次購買10本8折232元
10501226,144,本商品單次購買10本8折128元
10501227,144,本商品單次購買10本8折128元
10501228,234,本商品單次購買10本8折208元
10501237,190,None
10501238,134,本商品單次購買10本8折119元
10501239,134,本商品單次購買10本8折119元
10501240,179,本商品單次購買10本8折159元
10501241,304,None
10501242,179,本商品單次購買10本8折159元
10501243,2592,本商品單次購買10本8折2304元
10501244,179,本商品單次購買10本8折159元
10501245,399,None
10501248,288,本商品單次購買10本85折272元
10501249,285,None
10501250,285,None
10501251,333,None
10501252,523,None
10501254,428,None
10501255,760,None
10501256,523,本商品單次購買10本9折495元
10501257,760,None
10501258,380,None
10501260,252,本商品單次購買10本8折224元
10501261,329,本商品單次購買10本85折310元
10501262,539,本商品單次購買10本8折479元
10501266,207,本商品單次購買10本8折184元
10501268,207,本商品單次購買10本8折184元
10501270,207,本商品單次購買10本8折184元
10501271,225,本商品單次購買10本8折200元
10501272,162,本商品單次購買10本85折153元
10501273,180,本商品單次購買10本85折170元
10501274,252,本商品單次購買10本8折224元
10501275,180,本商品單次購買10本85折170元
10501276,405,本商品單次購買10本8折360元
10501278,190,2021/12/10
10501279,190,2021/12/10
10501280,180,本商品單次購買10本85折170元
10501281,90,None
10501282,190,2021/12/10
10501283,90,None
10501284,90,None
10501285,252,本商品單次購買10本8折224元
10501286,90,None
10501287,114,None
10501288,114,None
10501289,95,None
10501290,216,本商品單次購買10本8折192元
10501291,285,None
10501293,285,None
10501294,216,本商品單次購買10本8折192元
10501296,216,本商品單次購買10本8折192元
10501298,190,2021/12/10
10501304,205,2021/12/12
10501305,221,2021/12/12
10501306,324,本商品單次購買10本85折306元
10501308,213,2021/12/12
10501310,387,2021/12/12
10501311,684,本商品單次購買10本8折608元
10501313,209,本商品單次購買10本9折198元
10501314,765,本商品單次購買10本8折680元
10501315,558,本商品單次購買10本8折496元
10501316,558,本商品單次購買10本8折496元
10501317,1089,本商品單次購買10本8折968元
10501320,221,2021/12/12
10501321,198,本商品單次購買10本8折176元
10501322,243,本商品單次購買10本85折230元
10501324,252,本商品單次購買10本85折238元
10501325,243,本商品單次購買10本85折230元
10501326,198,本商品單次購買10本8折176元
10501327,225,本商品單次購買10本85折213元
10501328,225,本商品單次購買10本8折200元
10501330,234,本商品單次購買10本8折208元
10501334,288,本商品單次購買10本8折256元
10501335,270,本商品單次購買10本85折255元
10501336,230,None
10501337,252,本商品單次購買10本8折224元
10501338,216,本商品單次購買10本85折204元
10501339,523,None
10501341,308,2021/12/17
10501342,300,2022/01/31
10501344,180,本商品單次購買10本8折160元
10501345,234,本商品單次購買10本8折208元
10501346,252,本商品單次購買10本85折238元
10501347,221,2021/12/31
10501348,225,本商品單次購買10本8折200元
10501349,252,本商品單次購買10本8折224元
10501350,216,本商品單次購買10本8折192元
10501351,225,本商品單次購買10本8折200元
10501353,378,本商品單次購買10本8折336元
10501354,171,本商品單次購買10本8折152元
10501355,243,本商品單次購買10本8折216元
10501356,171,本商品單次購買10本8折152元
10501357,252,本商品單次購買10本8折224元
